source;destination;label
9225;9224;
9226;9225;
9227;9226;
9228;9227;
9229;9228;
9230;9229;
9232;9231;
9233;9232;
9234;9231;
9236;9235;
9237;9234;
9237;9236;
9238;9235;
9241;9240;
9242;9241;
9243;9242;
9245;9244;
9246;9245;
9247;9243;
9247;9246;
9248;9247;
9249;9248;
9250;9249;
9251;9250;
9252;9239;
9252;9251;
9253;9238;
9253;9252;
9254;9233;
9254;9237;
9254;9253;
9255;9230;
9255;9254;
9258;9257;
9259;8402;
9260;9259;
9261;9260;
9262;9261;
9263;8402;
9264;9263;
9265;9262;
9265;9264;
9266;9265;
9267;9266;
9268;9267;
9270;9268;
9270;9269;
9271;9270;
9272;9255;
9272;9256;
9272;9258;
9272;9271;
9273;9272;
9274;9255;
9274;9256;
9274;9258;
9274;9271;
9276;9275;
9277;9276;
9278;9274;
9278;9277;
9280;9273;
9280;9278;
9280;9279;
9281;9280;
65484;64550;
65485;65484;
65485;9284;
9286;9272;
9288;9286;
9288;9287;
9289;9273;
9289;9278;
9289;9279;
9291;9288;
9291;9289;
9291;9290;
9292;9291;
9294;9293;
9295;9294;
9296;9295;
9297;9296;
9298;9297;
9300;9299;
9301;9298;
9301;9300;
9303;9302;
9304;9303;
9306;9305;
9308;9307;
9312;9311;
9313;9312;
9314;9308;
9314;9309;
9314;9310;
9314;9313;
9315;9314;
9316;9315;
9317;9306;
9317;9316;
9319;9318;
9320;9319;
9323;9322;
9325;9324;
9327;9326;
9328;9326;
9329;9328;
9332;9331;
9333;9330;
9333;9332;
9335;9333;
9335;9334;
9336;9331;
9337;9336;
9338;9330;
9338;9332;
9339;9337;
9339;9338;
9341;9340;
9342;9333;
9342;9334;
9343;9342;
9344;9343;
9345;9344;
9346;9343;
9347;9321;
9347;9284;
9347;9318;
9347;9335;
9347;9338;
9347;9336;
9347;9345;
9347;9346;
9348;9347;
65612;9349;
65041;65612;
65611;9352;
9354;65611;
9357;9356;
9358;9357;
65540;9358;
65546;9360;
65546;9361;
65546;65545;
65547;65546;
65548;65547;
65549;65548;
65550;65549;
9370;9369;
9371;9370;
9372;9371;
9373;9372;
9376;9013;
9377;9376;
9378;9377;
64085;65159;
9380;9379;
9382;9381;
9383;9376;
9384;9383;
9387;9386;
9388;9387;
9389;9388;
9390;9385;
9390;9389;
9392;9391;
9393;9392;
9394;9393;
9395;9394;
9396;9395;
9398;9397;
9399;9398;
9400;9399;
9401;9400;
9402;9401;
9404;9403;
9405;9404;
9406;9405;
9407;9406;
8354;8606;
8354;9407;
9408;8606;
9408;9407;
9408;8354;
9409;9408;
9411;9410;
9412;9411;
9414;9412;
9414;9413;
9416;9415;
9417;9416;
9418;9417;
9420;9409;
9420;9414;
9420;9418;
9420;9419;
9421;9420;
9422;9412;
9422;9413;
9423;9422;
9424;9423;
9425;8404;
9426;8404;
8405;9425;
8405;9426;
9427;9425;
9427;8405;
9428;8405;
9428;9426;
9429;9427;
9429;9428;
9430;9429;
9432;9431;
9433;9432;
9434;9430;
9434;9433;
9435;9434;
8355;9435;
9436;8355;
9438;9437;
9439;9438;
9442;9441;
9443;9440;
9443;9442;
9444;9443;
9445;9444;
9446;9445;
9447;9446;
9448;9447;
9449;9421;
9449;9424;
9449;9436;
9449;9439;
9449;9448;
9450;9449;
9452;8406;
9453;9452;
9454;9453;
9455;9454;
9456;9455;
9457;9456;
9458;9457;
9459;9458;
9460;9459;
9461;9460;
9462;9461;
9464;9463;
9468;9467;
65314;9469;
65314;9470;
65140;65314;
65315;65140;
65315;65314;
65316;65315;
65317;65140;
65317;65314;
65318;65317;
65322;65321;
65322;65198;
65323;65322;
9480;9410;
9482;9480;
9482;9481;
9483;9482;
9484;9410;
9485;9484;
9486;9485;
9487;9483;
9487;9486;
9488;9450;
9488;9487;
9489;9488;
9490;9488;
9491;9489;
9491;9490;
9492;9491;
9495;9454;
9496;8338;
8408;9495;
8408;9496;
9497;9495;
9497;8408;
9497;9496;
9498;8408;
9499;8408;
9500;9497;
9500;9498;
9500;9499;
9502;9501;
9504;9503;
9505;9504;
9506;9505;
9507;9506;
9508;9507;
9510;9509;
9511;9510;
9514;9512;
9514;9513;
9515;9514;
9516;9508;
9516;9511;
9516;9515;
9519;9518;
9520;9519;
9522;9521;
9523;9082;
9524;9522;
9524;9523;
9525;9520;
9525;9524;
9526;8591;
9526;9087;
9527;9526;
9528;9527;
9529;9522;
9529;9523;
8356;9193;
9530;8356;
9531;9528;
9531;9529;
9531;9530;
9533;9532;
9534;9533;
9535;9516;
9535;9517;
9535;9525;
9535;9531;
9535;9534;
9536;9080;
9536;8602;
9536;8590;
9536;8597;
9537;9536;
9538;9537;
9539;8356;
9540;8409;
9541;9540;
9542;9538;
9542;9539;
9542;9541;
9543;9495;
9543;8408;
9543;9496;
9544;9088;
9546;9545;
9547;8998;
9548;9547;
9550;9549;
9551;9550;
9552;9546;
9552;9548;
9552;9551;
9554;9553;
9555;9552;
9555;9554;
9556;9544;
9556;9555;
9557;9091;
9558;9557;
9559;9558;
9562;9560;
9562;9561;
9563;9562;
9564;9500;
9564;9502;
9564;9535;
9564;9542;
9564;9543;
9564;9556;
9564;9559;
9564;9563;
9566;9565;
9567;9566;
9568;9567;
9570;9569;
9571;9568;
9571;9570;
9572;9571;
9573;9564;
9573;9572;
9574;9453;
9578;9577;
9579;9578;
9580;8532;
9582;9581;
9583;9582;
9584;9583;
9585;9584;
9586;9585;
9587;9586;
9588;9587;
9589;9414;
9589;9480;
9589;9424;
9589;9486;
9589;9588;
9590;9589;
9591;8410;
9594;9593;
9595;9591;
9595;9592;
9595;9594;
9596;9595;
9599;9598;
8339;9597;
8339;9599;
8339;9600;
65245;8339;
65245;9597;
65245;9599;
65245;9600;
9604;9602;
9604;9603;
9605;9604;
9606;9605;
9608;9607;
65682;65681;
65683;65682;
65680;65679;
65685;65680;
9618;9617;
9619;9618;
65686;65683;
65686;65684;
65686;65685;
65686;9619;
65070;9621;
9623;65070;
9625;9624;
64333;9623;
64333;9625;
65687;65686;
65687;64333;
65688;65687;
64336;65688;
64339;9630;
65674;64336;
65674;64339;
65675;65674;
65676;65675;
8328;65676;
9636;9635;
9637;9636;
9638;9637;
9639;9638;
9640;9639;
9644;9643;
9646;9645;
9647;9646;
9649;9648;
9650;9649;
9651;9647;
9651;9650;
9652;8470;
9652;9651;
9655;9654;
9656;9655;
9659;9658;
9660;9659;
9662;9661;
9664;9663;
9665;9664;
9667;9666;
9668;9667;
9669;9663;
9671;9670;
9672;9668;
9672;9669;
9672;9671;
9674;9673;
9675;9667;
9677;9676;
9678;9674;
9678;9675;
9678;9677;
9679;9662;
9679;9665;
9679;9672;
9679;9678;
9680;9674;
